code,name,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07
MWI,Malawi,22.2,21.43,21.66,21.33,21.64,21.97,21.45,21.5,21.81,22.09,21.19,21.63,21.96,22.1,21.51,21.18,21.42,21.54,21.6,21.49,21.61,21.75,21.36,21.97,21.89,21.84,21.49,21.44,21.88,21.98,22.01,21.65,21.89,21.86,21.87,22.09,22.36,22.54,22.7,21.66,21.61,21.91,21.52,21.86,22.13,22.3,21.92,21.54,21.69,22.31,22.4,23.16,22.16,22.89,23.12,22.52,22.27,22.66,22.76,22.5,21.89,22.19,22.62,22.44,22.64
