code,name,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07,2023-07,2024-07,2025-07,2026-07,2027-07,2028-07,2029-07,2030-07,2031-07,2032-07,2033-07,2034-07,2035-07,2036-07,2037-07,2038-07,2039-07,2040-07,2041-07,2042-07,2043-07,2044-07,2045-07,2046-07,2047-07,2048-07,2049-07,2050-07,2051-07,2052-07,2053-07,2054-07,2055-07,2056-07,2057-07,2058-07,2059-07,2060-07,2061-07,2062-07,2063-07,2064-07,2065-07,2066-07,2067-07,2068-07,2069-07,2070-07,2071-07,2072-07,2073-07,2074-07,2075-07,2076-07,2077-07,2078-07,2079-07,2080-07,2081-07,2082-07,2083-07,2084-07,2085-07,2086-07,2087-07,2088-07,2089-07,2090-07,2091-07,2092-07,2093-07,2094-07,2095-07,2096-07,2097-07,2098-07,2099-07,2100-07
MWI,Malawi,22.9,22.65,23.15,23.52,22.46,22.7,22.46,22.88,22.98,23.12,22.55,23.09,23.12,23.53,23.67,23.46,23.36,22.97,23.59,24.85,24.49,23.52,24.09,24.73,23.92,23.11,22.41,22.93,23.92,23.96,22.9,23.23,23.46,24.3,24.48,24.44,23.85,24.52,24.18,23.94,24.35,24.15,23.87,23.68,23.57,24.01,23.92,23.63,23.32,23.61,24.07,25.23,24.66,25.4,24.63,25.75,25.44,25.66,25.3,25.78,24.88,24.42,24.38,24.56,24.69,23.94,23.92,23.99,24.57,23.8,23.88,24.14,24.64,25.23,24.83,24.84,24.69,25.72,25.36,25.39,24.94,24.32,24.46,25.1,24.98,24.64
